,Results,Prediction,Accuracy,adhy alan cy 140/144,,Results,Prediction,Accuracy,"adhy, alan, cy 108/140",,Results,Prediction,Accuracy,"chris, cy, gerald, 131/140",,Results,Prediction,Accuracy,cy jc jonah 123/140,,Results,Prediction,Accuracy,cy jonah qk 108/140,,,,,
123,andy,adhy,0.99977285,Nope,123,andy,andy,0.99989855,Match,123,andy,chris,0.99997973,Nope,123,andy,jonah,0.9991253,Nope,123,andy,adhy,0.99986625,Nope,123,Nope,Nope,Nope,Nope
124,andy,adhy,0.9997743,Nope,124,andy,andy,0.99989843,Match,124,andy,chris,0.9987936,Nope,124,andy,jonah,0.9996681,Nope,124,andy,adhy,0.9998727,Nope,124,Nope,Nope,Nope,Nope
125,andy,adhy,0.99976903,Nope,125,andy,andy,0.99989843,Match,125,andy,chris,0.9999881,Nope,125,andy,jonah,0.9991116,Nope,125,andy,adhy,0.99986684,Nope,125,Nope,Nope,Nope,Nope
126,andy,adhy,0.99977344,Nope,126,andy,andy,0.99989843,Match,126,andy,chris,0.9943922,Nope,126,andy,jonah,0.99916565,Nope,126,andy,adhy,0.9998683,Nope,126,Nope,Nope,Nope,Nope
127,andy,adhy,0.9997482,Nope,127,andy,andy,0.9998981,Match,127,andy,cy,0.7638457,Nope,127,andy,cy,0.9871237,Nope,127,andy,adhy,0.9998541,Nope,127,Nope,Nope,Match,Nope
128,andy,adhy,0.99977034,Nope,128,andy,andy,0.9998981,Match,128,andy,chris,0.9999894,Nope,128,andy,jonah,0.99968326,Nope,128,andy,adhy,0.9957021,Nope,128,Nope,Nope,Nope,Nope
129,andy,adhy,0.9997714,Nope,129,andy,andy,0.9998982,Match,129,andy,chris,0.99703884,Nope,129,andy,cy,0.9929422,Nope,129,andy,adhy,0.99984074,Nope,129,Nope,Nope,Nope,Nope
130,andy,adhy,0.9997733,Nope,130,andy,andy,0.9998987,Match,130,andy,chris,0.9944988,Nope,130,andy,jonah,0.9948906,Nope,130,andy,adhy,0.999871,Nope,130,Nope,Nope,Nope,Nope
131,andy,adhy,0.999767,Nope,131,andy,andy,0.9998983,Match,131,andy,chris,0.99998987,Nope,131,andy,cy,0.99202806,Nope,131,andy,adhy,0.9998629,Nope,131,Nope,Nope,Nope,Nope
132,andy,adhy,0.99977165,Nope,132,andy,andy,0.99989855,Match,132,andy,chris,0.9993529,Nope,132,andy,jonah,0.9996698,Nope,132,andy,adhy,0.99986935,Nope,132,Nope,Nope,Nope,Nope
133,andy,adhy,0.9997694,Nope,133,andy,andy,0.9998983,Match,133,andy,chris,0.87378174,Nope,133,andy,jonah,0.99947673,Nope,133,andy,adhy,0.99986553,Nope,133,Nope,Nope,Nope,Nope
134,andy,adhy,0.99977285,Nope,134,andy,andy,0.9998976,Match,134,andy,chris,0.9999883,Nope,134,andy,jonah,0.99969435,Nope,134,andy,adhy,0.9998723,Nope,134,Nope,Nope,Nope,Nope
135,andy,adhy,0.9997731,Nope,135,andy,andy,0.99989843,Match,135,andy,chris,0.9999614,Nope,135,andy,jonah,0.99440694,Nope,135,andy,adhy,0.999864,Nope,135,Nope,Nope,Nope,Nope
136,andy,adhy,0.99977213,Nope,136,andy,andy,0.99989855,Match,136,andy,chris,0.9952537,Nope,136,andy,jonah,0.99958843,Nope,136,andy,adhy,0.99987316,Nope,136,Nope,Nope,Nope,Nope
137,andy,adhy,0.99977213,Nope,137,andy,andy,0.99989855,Match,137,andy,chris,0.989725,Nope,137,andy,jonah,0.97835994,Nope,137,andy,adhy,0.99987006,Nope,137,Nope,Nope,Nope,Nope
138,andy,adhy,0.99977106,Nope,138,andy,andy,0.99989796,Match,138,andy,chris,0.99997485,Nope,138,andy,jonah,0.99913603,Nope,138,andy,adhy,0.9998696,Nope,138,Nope,Nope,Nope,Nope
139,andy,adhy,0.99976295,Nope,139,andy,andy,0.9998971,Match,139,andy,chris,0.98546696,Nope,139,andy,cy,0.9899886,Nope,139,andy,adhy,0.9994935,Nope,139,Nope,Nope,Nope,Nope
140,andy,adhy,0.99977094,Nope,140,andy,andy,0.99989426,Match,140,andy,chris,0.9999877,Nope,140,andy,jonah,0.9996563,Nope,140,andy,adhy,0.971712,Nope,140,Nope,Nope,Nope,Nope
141,andy,adhy,0.9997662,Nope,141,andy,andy,0.99989665,Match,141,andy,chris,0.999941,Nope,141,andy,cy,0.9957878,Nope,141,andy,adhy,0.9997638,Nope,141,Nope,Nope,Nope,Nope
142,andy,adhy,0.9997688,Nope,142,andy,andy,0.99989843,Match,142,andy,chris,0.9966434,Nope,142,andy,jonah,0.94067115,Nope,142,andy,adhy,0.999708,Nope,142,Nope,Nope,Nope,Nope
143,andy,adhy,0.99976903,Nope,143,andy,andy,0.9998983,Match,143,andy,chris,0.9923644,Nope,143,andy,cy,0.99644214,Nope,143,andy,adhy,0.99692696,Nope,143,Nope,Nope,Nope,Nope
144,bryce,cy,0.9988864,Nope,144,bryce,cy,0.9704161,Nope,144,bryce,cy,0.99998546,Nope,144,bryce,cy,0.9986689,Nope,144,bryce,cy,0.9997156,Nope,144,Match,Match,Match,Match
145,bryce,alan,0.5113733,Nope,145,bryce,andy,0.99831545,Nope,145,bryce,cy,0.97352254,Nope,145,bryce,cy,0.93204623,Nope,145,bryce,cy,0.6668,Nope,145,Nope,Nope,Match,Match
146,bryce,cy,0.9922233,Nope,146,bryce,cy,0.99975175,Nope,146,bryce,gerald,0.9930849,Nope,146,bryce,cy,0.7420361,Nope,146,bryce,cy,0.9992588,Nope,146,Match,Nope,Nope,Match
147,bryce,adhy,0.9810275,Nope,147,bryce,andy,0.99988806,Nope,147,bryce,cy,0.99531627,Nope,147,bryce,cy,0.9720695,Nope,147,bryce,qk,0.6651081,Nope,147,Nope,Nope,Match,Nope
148,bryce,cy,0.99316096,Nope,148,bryce,andy,0.58908397,Nope,148,bryce,cy,0.9240753,Nope,148,bryce,cy,0.9984561,Nope,148,bryce,cy,0.99971193,Nope,148,Nope,Nope,Match,Match
149,bryce,cy,0.9980136,Nope,149,bryce,cy,0.99978715,Nope,149,bryce,cy,0.9888123,Nope,149,bryce,cy,0.9802366,Nope,149,bryce,cy,0.999713,Nope,149,Match,Match,Match,Match
150,bryce,adhy,0.5344427,Nope,150,bryce,bryce,0.9997228,Match,150,bryce,cy,0.9954288,Nope,150,bryce,cy,0.99456006,Nope,150,bryce,cy,0.8868777,Nope,150,Nope,Nope,Match,Match
151,bryce,adhy,0.9997123,Nope,151,bryce,bryce,0.9951746,Match,151,bryce,cy,0.9579069,Nope,151,bryce,jonah,0.9929531,Nope,151,bryce,cy,0.61577564,Nope,151,Nope,Nope,Nope,Nope
152,bryce,adhy,0.92750823,Nope,152,bryce,cy,0.80783796,Nope,152,bryce,cy,0.999982,Nope,152,bryce,jonah,0.9996735,Nope,152,bryce,qk,0.9982218,Nope,152,Nope,Match,Nope,Nope
153,bryce,adhy,0.9997693,Nope,153,bryce,andy,0.99636036,Nope,153,bryce,cy,0.9916078,Nope,153,bryce,jonah,0.99842155,Nope,153,bryce,adhy,0.999485,Nope,153,Nope,Nope,Nope,Nope
154,bryce,adhy,0.58668405,Nope,154,bryce,cy,0.6905566,Nope,154,bryce,cy,0.9999639,Nope,154,bryce,cy,0.99643624,Nope,154,bryce,cy,0.9944014,Nope,154,Nope,Match,Match,Match
155,bryce,cy,0.7476325,Nope,155,bryce,cy,0.9923281,Nope,155,bryce,cy,0.99998474,Nope,155,bryce,cy,0.99153554,Nope,155,bryce,cy,0.9993094,Nope,155,Match,Match,Match,Match
156,bryce,adhy,0.75963634,Nope,156,bryce,cy,0.999813,Nope,156,bryce,cy,0.99998546,Nope,156,bryce,cy,0.9997999,Nope,156,bryce,cy,0.9996699,Nope,156,Nope,Match,Match,Match
157,bryce,cy,0.5085433,Nope,157,bryce,bryce,0.99975926,Match,157,bryce,cy,0.9999839,Nope,157,bryce,cy,0.99973756,Nope,157,bryce,cy,0.99567837,Nope,157,Nope,Nope,Match,Match
158,bryce,cy,0.9791405,Nope,158,bryce,cy,0.9993604,Nope,158,bryce,cy,0.9999852,Nope,158,bryce,cy,0.9991598,Nope,158,bryce,cy,0.9992778,Nope,158,Match,Match,Match,Match
159,bryce,adhy,0.8298341,Nope,159,bryce,andy,0.8901756,Nope,159,bryce,cy,0.9980235,Nope,159,bryce,cy,0.99902,Nope,159,bryce,cy,0.55841154,Nope,159,Nope,Nope,Match,Match
160,bryce,cy,0.99619174,Nope,160,bryce,cy,0.9998012,Nope,160,bryce,cy,0.99998474,Nope,160,bryce,cy,0.9998802,Nope,160,bryce,cy,0.99958664,Nope,160,Match,Match,Match,Match
161,bryce,cy,0.9314033,Nope,161,bryce,cy,0.99977237,Nope,161,bryce,cy,0.9999852,Nope,161,bryce,cy,0.9998665,Nope,161,bryce,cy,0.9997104,Nope,161,Match,Match,Match,Match
162,bryce,adhy,0.9995975,Nope,162,bryce,cy,0.9997886,Nope,162,bryce,cy,0.9580839,Nope,162,bryce,jc,0.67418194,Nope,162,bryce,qk,0.99965227,Nope,162,Nope,Match,Nope,Nope
163,bryce,adhy,0.9992244,Nope,163,bryce,bryce,0.9992312,Match,163,bryce,chris,0.9934603,Nope,163,bryce,jonah,0.99956375,Nope,163,bryce,qk,0.999423,Nope,163,Nope,Nope,Nope,Nope
164,bryce,cy,0.93099475,Nope,164,bryce,bryce,0.9567091,Match,164,bryce,chris,0.91103846,Nope,164,bryce,jonah,0.9102872,Nope,164,bryce,qk,0.9996797,Nope,164,Nope,Nope,Nope,Nope
165,bryce,adhy,0.9997683,Nope,165,bryce,andy,0.8878694,Nope,165,bryce,chris,0.9999896,Nope,165,bryce,jonah,0.99965405,Nope,165,bryce,qk,0.6315571,Nope,165,Nope,Nope,Nope,Nope
166,bryce,cy,0.60352296,Nope,166,bryce,cy,0.703527,Nope,166,bryce,chris,0.8935897,Nope,166,bryce,jonah,0.6994652,Nope,166,bryce,cy,0.7251126,Nope,166,Match,Nope,Nope,Nope
167,bryce,cy,0.8220573,Nope,167,bryce,bryce,0.5492873,Match,167,bryce,cy,0.9928001,Nope,167,bryce,jc,0.9426692,Nope,167,bryce,cy,0.9788206,Nope,167,Nope,Nope,Nope,Nope
168,bryce,cy,0.99039114,Nope,168,bryce,cy,0.99981266,Nope,168,bryce,cy,0.92525285,Nope,168,bryce,cy,0.9683957,Nope,168,bryce,cy,0.9966498,Nope,168,Match,Match,Match,Match
169,bryce,cy,0.56516784,Nope,169,bryce,bryce,0.9895835,Match,169,bryce,cy,0.9999852,Nope,169,bryce,jonah,0.98435414,Nope,169,bryce,qk,0.9987551,Nope,169,Nope,Nope,Nope,Nope
170,bryce,cy,0.99730206,Nope,170,bryce,cy,0.8671808,Nope,170,bryce,cy,0.99998534,Nope,170,bryce,cy,0.99156123,Nope,170,bryce,cy,0.99696296,Nope,170,Match,Match,Match,Match
171,bryce,cy,0.9079415,Nope,171,bryce,bryce,0.999584,Match,171,bryce,cy,0.99998367,Nope,171,bryce,jonah,0.759968,Nope,171,bryce,qk,0.99954,Nope,171,Nope,Nope,Nope,Nope
172,bryce,cy,0.99779737,Nope,172,bryce,cy,0.99981135,Nope,172,bryce,cy,0.9999852,Nope,172,bryce,cy,0.9740063,Nope,172,bryce,cy,0.99150485,Nope,172,Match,Match,Match,Match
173,bryce,cy,0.9812455,Nope,173,bryce,cy,0.9997842,Nope,173,bryce,cy,0.99998546,Nope,173,bryce,cy,0.67066157,Nope,173,bryce,cy,0.9996884,Nope,173,Match,Match,Match,Match
174,bryce,adhy,0.99976414,Nope,174,bryce,cy,0.96952426,Nope,174,bryce,cy,0.99851376,Nope,174,bryce,jonah,0.9994649,Nope,174,bryce,qk,0.99969816,Nope,174,Nope,Match,Nope,Nope
175,bryce,adhy,0.99976844,Nope,175,bryce,bryce,0.67195904,Match,175,bryce,cy,0.904841,Nope,175,bryce,jonah,0.99876654,Nope,175,bryce,adhy,0.66469747,Nope,175,Nope,Nope,Nope,Nope
176,bryce,adhy,0.99975306,Nope,176,bryce,bryce,0.9995359,Match,176,bryce,chris,0.9680159,Nope,176,bryce,cy,0.8551804,Nope,176,bryce,qk,0.9995623,Nope,176,Nope,Nope,Nope,Nope
177,bryce,adhy,0.9997696,Nope,177,bryce,bryce,0.9907086,Match,177,bryce,chris,0.9968328,Nope,177,bryce,jonah,0.9672765,Nope,177,bryce,adhy,0.9782503,Nope,177,Nope,Nope,Nope,Nope
178,bryce,adhy,0.99974376,Nope,178,bryce,cy,0.86639977,Nope,178,bryce,cy,0.98103505,Nope,178,bryce,cy,0.98286545,Nope,178,bryce,qk,0.98617315,Nope,178,Nope,Match,Match,Nope
179,bryce,adhy,0.99962616,Nope,179,bryce,cy,0.975653,Nope,179,bryce,cy,0.99897003,Nope,179,bryce,cy,0.7618165,Nope,179,bryce,cy,0.97937894,Nope,179,Nope,Match,Match,Match
180,bryce,adhy,0.99949837,Nope,180,bryce,cy,0.9998159,Nope,180,bryce,cy,0.99998546,Nope,180,bryce,cy,0.9997799,Nope,180,bryce,cy,0.9978264,Nope,180,Nope,Match,Match,Match
181,bryce,adhy,0.68191886,Nope,181,bryce,andy,0.5965475,Nope,181,bryce,cy,0.99998426,Nope,181,bryce,cy,0.9998054,Nope,181,bryce,cy,0.99832517,Nope,181,Nope,Nope,Match,Match
182,bryce,cy,0.9973882,Nope,182,bryce,cy,0.9435623,Nope,182,bryce,cy,0.9999846,Nope,182,bryce,cy,0.99986804,Nope,182,bryce,cy,0.9996352,Nope,182,Match,Match,Match,Match
183,bryce,cy,0.7326733,Nope,183,bryce,cy,0.79583764,Nope,183,bryce,cy,0.99616456,Nope,183,bryce,cy,0.9992742,Nope,183,bryce,cy,0.99822706,Nope,183,Match,Match,Match,Match
184,bryce,cy,0.95995337,Nope,184,bryce,cy,0.9998141,Nope,184,bryce,cy,0.99998534,Nope,184,bryce,cy,0.9920638,Nope,184,bryce,cy,0.9992649,Nope,184,Match,Match,Match,Match
185,bryce,adhy,0.9509083,Nope,185,bryce,andy,0.99984026,Nope,185,bryce,cy,0.9992392,Nope,185,bryce,cy,0.9988998,Nope,185,bryce,cy,0.5484693,Nope,185,Nope,Nope,Match,Match
186,bryce,cy,0.99494284,Nope,186,bryce,cy,0.99981433,Nope,186,bryce,cy,0.99998415,Nope,186,bryce,cy,0.9995442,Nope,186,bryce,cy,0.9996623,Nope,186,Match,Match,Match,Match
187,bryce,cy,0.99488115,Nope,187,bryce,bryce,0.9245297,Match,187,bryce,cy,0.99998415,Nope,187,bryce,cy,0.99930763,Nope,187,bryce,cy,0.9972524,Nope,187,Nope,Nope,Match,Match
188,bryce,cy,0.99851507,Nope,188,bryce,cy,0.99403715,Nope,188,bryce,cy,0.9999832,Nope,188,bryce,cy,0.9997551,Nope,188,bryce,cy,0.9979735,Nope,188,Match,Match,Match,Match
189,bryce,cy,0.99719596,Nope,189,bryce,bryce,0.9993332,Match,189,bryce,cy,0.9923838,Nope,189,bryce,cy,0.9918562,Nope,189,bryce,cy,0.9950336,Nope,189,Nope,Nope,Match,Match
190,bryce,cy,0.99768233,Nope,190,bryce,cy,0.9996952,Nope,190,bryce,cy,0.99997866,Nope,190,bryce,cy,0.98866314,Nope,190,bryce,cy,0.999433,Nope,190,Match,Match,Match,Match
191,bryce,cy,0.99842143,Nope,191,bryce,andy,0.6084834,Nope,191,bryce,cy,0.9999733,Nope,191,bryce,cy,0.99718213,Nope,191,bryce,cy,0.9975025,Nope,191,Nope,Nope,Match,Match
192,chris,adhy,0.99951196,Nope,192,chris,bryce,0.60983664,Nope,192,chris,chris,0.9999894,Match,192,chris,jonah,0.99966383,Nope,192,chris,qk,0.99971086,Nope,192,Nope,Nope,Nope,Nope
193,chris,adhy,0.9834327,Nope,193,chris,bryce,0.55401164,Nope,193,chris,chris,0.9955741,Match,193,chris,jonah,0.9996823,Nope,193,chris,qk,0.9997131,Nope,193,Nope,Nope,Nope,Nope
194,chris,adhy,0.99976057,Nope,194,chris,andy,0.9054247,Nope,194,chris,chris,0.9999888,Match,194,chris,jonah,0.9996668,Nope,194,chris,qk,0.99971026,Nope,194,Nope,Nope,Nope,Nope
195,chris,adhy,0.999765,Nope,195,chris,andy,0.9055513,Nope,195,chris,chris,0.99998677,Match,195,chris,jonah,0.9996698,Nope,195,chris,qk,0.99970835,Nope,195,Nope,Nope,Nope,Nope
196,chris,adhy,0.9997254,Nope,196,chris,andy,0.913027,Nope,196,chris,chris,0.97827965,Match,196,chris,jonah,0.99963844,Nope,196,chris,qk,0.99970585,Nope,196,Nope,Nope,Nope,Nope
197,chris,adhy,0.99967194,Nope,197,chris,bryce,0.8582387,Nope,197,chris,chris,0.99998987,Match,197,chris,jonah,0.9996711,Nope,197,chris,qk,0.9997129,Nope,197,Nope,Nope,Nope,Nope
198,chris,adhy,0.9993431,Nope,198,chris,bryce,0.999765,Nope,198,chris,chris,0.9575209,Match,198,chris,jonah,0.98967534,Nope,198,chris,qk,0.999556,Nope,198,Nope,Nope,Nope,Nope
199,chris,adhy,0.76265305,Nope,199,chris,bryce,0.9997893,Nope,199,chris,cy,0.80373245,Nope,199,chris,jonah,0.9988926,Nope,199,chris,qk,0.9996824,Nope,199,Nope,Nope,Nope,Nope
200,chris,adhy,0.99968505,Nope,200,chris,bryce,0.9997919,Nope,200,chris,chris,0.9897361,Match,200,chris,jonah,0.9991248,Nope,200,chris,qk,0.9957718,Nope,200,Nope,Nope,Nope,Nope
201,chris,adhy,0.99810636,Nope,201,chris,bryce,0.9994568,Nope,201,chris,chris,0.9974003,Match,201,chris,jonah,0.9481475,Nope,201,chris,qk,0.7441999,Nope,201,Nope,Nope,Nope,Nope
202,chris,adhy,0.9996933,Nope,202,chris,bryce,0.981632,Nope,202,chris,cy,0.98987514,Nope,202,chris,jonah,0.92909396,Nope,202,chris,cy,0.95163906,Nope,202,Nope,Nope,Nope,Nope
203,chris,adhy,0.95671564,Nope,203,chris,bryce,0.73957616,Nope,203,chris,cy,0.5034865,Nope,203,chris,jonah,0.99062145,Nope,203,chris,qk,0.99967134,Nope,203,Nope,Nope,Nope,Nope
204,chris,adhy,0.6507248,Nope,204,chris,andy,0.8831807,Nope,204,chris,chris,0.99998426,Match,204,chris,jonah,0.9995447,Nope,204,chris,qk,0.99970454,Nope,204,Nope,Nope,Nope,Nope
205,chris,adhy,0.9991767,Nope,205,chris,bryce,0.99964297,Nope,205,chris,chris,0.9999896,Match,205,chris,jonah,0.8523528,Nope,205,chris,qk,0.99966013,Nope,205,Nope,Nope,Nope,Nope
206,chris,adhy,0.52709615,Nope,206,chris,bryce,0.5095027,Nope,206,chris,chris,0.99702424,Match,206,chris,jonah,0.9976349,Nope,206,chris,qk,0.99966884,Nope,206,Nope,Nope,Nope,Nope
207,chris,adhy,0.99975413,Nope,207,chris,andy,0.61357903,Nope,207,chris,chris,0.9999877,Match,207,chris,jonah,0.8609313,Nope,207,chris,qk,0.9997023,Nope,207,Nope,Nope,Nope,Nope
208,chris,adhy,0.5535334,Nope,208,chris,cy,0.47124365,Nope,208,chris,cy,0.81630456,Nope,208,chris,jonah,0.9160018,Nope,208,chris,qk,0.9965995,Nope,208,Nope,Match,Nope,Nope
209,chris,adhy,0.78110445,Nope,209,chris,bryce,0.6466924,Nope,209,chris,chris,0.99500567,Match,209,chris,jonah,0.8379751,Nope,209,chris,qk,0.9997093,Nope,209,Nope,Nope,Nope,Nope
210,chris,adhy,0.5981601,Nope,210,chris,andy,0.88030994,Nope,210,chris,chris,0.99488056,Match,210,chris,jonah,0.99968755,Nope,210,chris,qk,0.9997123,Nope,210,Nope,Nope,Nope,Nope
211,chris,adhy,0.9574974,Nope,211,chris,bryce,0.9997311,Nope,211,chris,chris,0.9999405,Match,211,chris,jonah,0.9701666,Nope,211,chris,qk,0.9997093,Nope,211,Nope,Nope,Nope,Nope
212,chris,adhy,0.8144692,Nope,212,chris,bryce,0.6440353,Nope,212,chris,chris,0.99023074,Match,212,chris,jonah,0.9995414,Nope,212,chris,qk,0.99971014,Nope,212,Nope,Nope,Nope,Nope
213,chris,adhy,0.99975175,Nope,213,chris,bryce,0.65301585,Nope,213,chris,chris,0.99998856,Match,213,chris,jonah,0.77491295,Nope,213,chris,qk,0.9997086,Nope,213,Nope,Nope,Nope,Nope
214,chris,adhy,0.7680795,Nope,214,chris,bryce,0.49220243,Nope,214,chris,cy,0.9569348,Nope,214,chris,jonah,0.9986714,Nope,214,chris,qk,0.99969864,Nope,214,Nope,Nope,Nope,Nope
215,chris,alan,0.64627373,Nope,215,chris,bryce,0.96766204,Nope,215,chris,chris,0.98552877,Match,215,chris,jonah,0.7953821,Nope,215,chris,qk,0.999713,Nope,215,Nope,Nope,Nope,Nope
216,chris,adhy,0.9997675,Nope,216,chris,andy,0.9940806,Nope,216,chris,chris,0.99998844,Match,216,chris,jonah,0.9996557,Nope,216,chris,qk,0.9997054,Nope,216,Nope,Nope,Nope,Nope
217,chris,adhy,0.99976045,Nope,217,chris,bryce,0.9996766,Nope,217,chris,chris,0.9999875,Match,217,chris,jonah,0.9989556,Nope,217,chris,qk,0.9945057,Nope,217,Nope,Nope,Nope,Nope
218,chris,adhy,0.99973875,Nope,218,chris,bryce,0.6445162,Nope,218,chris,chris,0.9999894,Match,218,chris,jonah,0.99880743,Nope,218,chris,qk,0.99964845,Nope,218,Nope,Nope,Nope,Nope
219,chris,adhy,0.9996131,Nope,219,chris,bryce,0.64202064,Nope,219,chris,chris,0.9940264,Match,219,chris,jonah,0.9996246,Nope,219,chris,qk,0.99970406,Nope,219,Nope,Nope,Nope,Nope
220,chris,adhy,0.99974984,Nope,220,chris,andy,0.9046634,Nope,220,chris,chris,0.99095553,Match,220,chris,jonah,0.8331337,Nope,220,chris,qk,0.9961629,Nope,220,Nope,Nope,Nope,Nope
221,chris,adhy,0.9997533,Nope,221,chris,bryce,0.8904428,Nope,221,chris,chris,0.99998987,Match,221,chris,jonah,0.99918145,Nope,221,chris,qk,0.9997086,Nope,221,Nope,Nope,Nope,Nope
222,chris,adhy,0.9997708,Nope,222,chris,andy,0.9984975,Nope,222,chris,chris,0.99294996,Match,222,chris,jonah,0.99968874,Nope,222,chris,qk,0.9997069,Nope,222,Nope,Nope,Nope,Nope
223,chris,adhy,0.9992305,Nope,223,chris,cy,0.47421128,Nope,223,chris,chris,0.99829394,Match,223,chris,jonah,0.9994868,Nope,223,chris,adhy,0.6127904,Nope,223,Nope,Nope,Nope,Nope
224,chris,adhy,0.99976903,Nope,224,chris,andy,0.99598914,Nope,224,chris,chris,0.9841702,Match,224,chris,jonah,0.99959534,Nope,224,chris,qk,0.99969757,Nope,224,Nope,Nope,Nope,Nope
225,chris,adhy,0.9997658,Nope,225,chris,andy,0.93907577,Nope,225,chris,cy,0.7549672,Nope,225,chris,jonah,0.9996635,Nope,225,chris,qk,0.99970573,Nope,225,Nope,Nope,Nope,Nope
226,chris,adhy,0.9997677,Nope,226,chris,andy,0.99790466,Nope,226,chris,cy,0.95653456,Nope,226,chris,jonah,0.999137,Nope,226,chris,qk,0.99940753,Nope,226,Nope,Nope,Nope,Nope
227,chris,adhy,0.99974936,Nope,227,chris,cy,0.9860698,Nope,227,chris,chris,0.98760045,Match,227,chris,jonah,0.99956137,Nope,227,chris,qk,0.9996921,Nope,227,Nope,Nope,Nope,Nope
228,chris,adhy,0.99959654,Nope,228,chris,andy,0.99838114,Nope,228,chris,cy,0.81635803,Nope,228,chris,jonah,0.9995652,Nope,228,chris,qk,0.9977101,Nope,228,Nope,Nope,Nope,Nope
229,chris,adhy,0.9996184,Nope,229,chris,bryce,0.98723865,Nope,229,chris,cy,0.6744381,Nope,229,chris,jonah,0.98625004,Nope,229,chris,adhy,0.83377147,Nope,229,Nope,Nope,Nope,Nope
230,chris,adhy,0.94045097,Nope,230,chris,andy,0.9160547,Nope,230,chris,cy,0.95913446,Nope,230,chris,jonah,0.9408641,Nope,230,chris,qk,0.98835385,Nope,230,Nope,Nope,Nope,Nope
231,chris,adhy,0.85134786,Nope,231,chris,andy,0.9072413,Nope,231,chris,cy,0.99163765,Nope,231,chris,jonah,0.99961674,Nope,231,chris,qk,0.9994803,Nope,231,Nope,Nope,Nope,Nope
232,chris,adhy,0.9981756,Nope,232,chris,andy,0.9958436,Nope,232,chris,cy,0.9688278,Nope,232,chris,jonah,0.92482585,Nope,232,chris,qk,0.9384763,Nope,232,Nope,Nope,Nope,Nope
233,chris,adhy,0.9997584,Nope,233,chris,andy,0.9974452,Nope,233,chris,cy,0.6965365,Nope,233,chris,jonah,0.99860114,Nope,233,chris,adhy,0.9886874,Nope,233,Nope,Nope,Nope,Nope
234,chris,adhy,0.99877805,Nope,234,chris,andy,0.91186124,Nope,234,chris,chris,0.9999385,Match,234,chris,jonah,0.9996841,Nope,234,chris,qk,0.9997105,Nope,234,Nope,Nope,Nope,Nope
235,chris,adhy,0.99352264,Nope,235,chris,bryce,0.9997241,Nope,235,chris,chris,0.9999895,Match,235,chris,jonah,0.91121167,Nope,235,chris,qk,0.9996093,Nope,235,Nope,Nope,Nope,Nope
236,chris,adhy,0.9968832,Nope,236,chris,andy,0.6376117,Nope,236,chris,chris,0.99382895,Match,236,chris,jonah,0.9496545,Nope,236,chris,qk,0.99969006,Nope,236,Nope,Nope,Nope,Nope
237,chris,adhy,0.6331172,Nope,237,chris,bryce,0.9883858,Nope,237,chris,chris,0.7044442,Match,237,chris,jonah,0.9913824,Nope,237,chris,qk,0.99971074,Nope,237,Nope,Nope,Nope,Nope
238,chris,adhy,0.99973863,Nope,238,chris,andy,0.5330879,Nope,238,chris,chris,0.9971131,Match,238,chris,jonah,0.99940157,Nope,238,chris,qk,0.99968815,Nope,238,Nope,Nope,Nope,Nope
239,chris,adhy,0.99976367,Nope,239,chris,bryce,0.5321567,Nope,239,chris,chris,0.9999864,Match,239,chris,jonah,0.8262658,Nope,239,chris,qk,0.9996903,Nope,239,Nope,Nope,Nope,Nope
240,cy,cy,0.99972993,Match,240,cy,cy,0.9998159,Match,240,cy,cy,0.99998546,Match,240,cy,cy,0.9998603,Match,240,cy,cy,0.999716,Match,240,Match,Match,Match,Match
241,cy,cy,0.99973243,Match,241,cy,cy,0.9998072,Match,241,cy,cy,0.99998546,Match,241,cy,cy,0.999879,Match,241,cy,cy,0.99971527,Match,241,Match,Match,Match,Match
242,cy,cy,0.9997296,Match,242,cy,cy,0.9998116,Match,242,cy,cy,0.9999856,Match,242,cy,cy,0.9997993,Match,242,cy,cy,0.99971324,Match,242,Match,Match,Match,Match
243,cy,cy,0.9997322,Match,243,cy,cy,0.99980956,Match,243,cy,cy,0.99998546,Match,243,cy,cy,0.9998109,Match,243,cy,cy,0.9997168,Match,243,Match,Match,Match,Match
244,cy,cy,0.9997323,Match,244,cy,cy,0.9998135,Match,244,cy,cy,0.9999856,Match,244,cy,cy,0.9998223,Match,244,cy,cy,0.9997112,Match,244,Match,Match,Match,Match
245,cy,cy,0.99973124,Match,245,cy,cy,0.99981254,Match,245,cy,cy,0.9999856,Match,245,cy,cy,0.99988055,Match,245,cy,cy,0.99970573,Match,245,Match,Match,Match,Match
246,cy,cy,0.9996413,Match,246,cy,cy,0.9939031,Match,246,cy,cy,0.9999367,Match,246,cy,cy,0.9978999,Match,246,cy,cy,0.9997042,Match,246,Match,Match,Match,Match
247,cy,cy,0.99972934,Match,247,cy,cy,0.99235594,Match,247,cy,cy,0.9999857,Match,247,cy,cy,0.9997756,Match,247,cy,cy,0.99970514,Match,247,Match,Match,Match,Match
248,cy,cy,0.9988182,Match,248,cy,cy,0.99936575,Match,248,cy,cy,0.999757,Match,248,cy,cy,0.99748117,Match,248,cy,cy,0.9996811,Match,248,Match,Match,Match,Match
