,Results,Prediction,Accuracy,287/720
55,adhy,chris,0.7718956,Nope
56,adhy,hr,0.7356817,Nope
57,adhy,adhy,0.9936134,Match
58,adhy,chris,0.7237081,Nope
59,adhy,adhy,0.69005907,Match
60,adhy,hr,0.98501706,Nope
61,adhy,chris,0.57960725,Nope
62,adhy,hr,0.55644417,Nope
63,adhy,bryce,0.7140194,Nope
64,adhy,bryce,0.9278324,Nope
65,adhy,bryce,0.9994993,Nope
66,adhy,adhy,0.9989196,Match
67,adhy,cy,0.6261611,Nope
68,adhy,chris,0.48105475,Nope
69,adhy,adhy,0.7528795,Match
70,adhy,chris,0.9332312,Nope
71,adhy,cy,0.42810866,Nope
72,adhy,bryce,0.9022263,Nope
73,adhy,chris,0.87397796,Nope
74,adhy,bryce,0.99617684,Nope
75,adhy,adhy,0.99959975,Match
76,adhy,cy,0.96149385,Nope
77,adhy,bryce,0.7283976,Nope
78,adhy,adhy,0.98794144,Match
79,adhy,hr,0.5683173,Nope
80,adhy,cy,0.6344536,Nope
81,adhy,cy,0.9943639,Nope
82,adhy,cy,0.99950266,Nope
83,adhy,cy,0.83921677,Nope
84,adhy,adhy,0.7906087,Match
85,adhy,cy,0.9999721,Nope
86,adhy,cy,0.8619535,Nope
87,adhy,hr,0.46097335,Nope
88,adhy,cy,0.85377455,Nope
89,adhy,cy,0.99757355,Nope
90,andy,adhy,0.9947364,Nope
91,andy,adhy,0.83278656,Nope
92,andy,adhy,0.99991965,Nope
93,andy,chris,0.8321472,Nope
94,andy,adhy,0.56932044,Nope
95,andy,adhy,0.9620239,Nope
96,andy,adhy,0.8544838,Nope
97,andy,adhy,0.84191597,Nope
98,andy,chris,0.96734446,Nope
99,andy,adhy,0.9297892,Nope
100,andy,andy,0.72767454,Match
101,andy,adhy,0.9966595,Nope
102,andy,andy,0.7438247,Match
103,andy,andy,0.9999063,Match
104,andy,adhy,0.5858798,Nope
105,andy,chris,0.5047819,Nope
106,andy,chris,0.9628026,Nope
107,andy,chris,0.9931878,Nope
108,andy,adhy,0.9962748,Nope
109,andy,andy,0.9434747,Match
110,andy,adhy,0.9850323,Nope
111,andy,andy,0.60871685,Match
112,andy,andy,0.98624426,Match
113,andy,andy,0.431731,Match
114,andy,adhy,0.7529427,Nope
115,andy,hr,0.45596263,Nope
116,andy,chris,0.30881274,Nope
117,andy,adhy,0.99842095,Nope
118,andy,adhy,0.9457781,Nope
119,andy,adhy,0.94504225,Nope
120,andy,adhy,0.9156022,Nope
121,andy,andy,0.9837707,Match
122,andy,adhy,0.9982132,Nope
123,andy,adhy,0.98627985,Nope
124,andy,adhy,0.69088,Nope
125,andy,adhy,0.60863954,Nope
126,andy,adhy,0.94464177,Nope
127,andy,andy,0.95664406,Match
128,andy,bryce,0.47958636,Nope
129,andy,adhy,0.994665,Nope
130,andy,andy,0.99876815,Match
131,andy,andy,0.36435348,Match
132,andy,adhy,0.8569928,Nope
133,andy,chris,0.80437815,Nope
134,andy,chris,0.82221586,Nope
135,andy,andy,0.7207441,Match
136,andy,andy,0.9999504,Match
137,andy,andy,0.94863784,Match
138,andy,andy,0.86404335,Match
139,andy,andy,0.98764825,Match
140,andy,andy,0.9987954,Match
141,andy,andy,0.8931136,Match
142,andy,andy,0.9343898,Match
143,andy,andy,0.78818744,Match
144,andy,adhy,0.9973477,Nope
145,andy,andy,0.97327334,Match
146,andy,hr,0.9084847,Nope
147,andy,adhy,0.9998104,Nope
148,andy,adhy,0.3670777,Nope
149,andy,andy,0.99987483,Match
150,andy,chris,0.694839,Nope
151,andy,chris,0.7521443,Nope
152,andy,chris,0.85752755,Nope
153,andy,adhy,0.99802005,Nope
154,andy,adhy,0.6192235,Nope
155,andy,bryce,0.9923728,Nope
156,andy,adhy,0.99856347,Nope
157,andy,adhy,0.514299,Nope
158,andy,andy,0.91238815,Match
159,andy,adhy,0.5799875,Nope
160,andy,chris,0.49591625,Nope
161,andy,chris,0.5130089,Nope
162,andy,adhy,0.971958,Nope
163,andy,andy,0.77459145,Match
164,andy,bryce,0.41180372,Nope
165,andy,adhy,0.9998098,Nope
166,andy,chris,0.6948583,Nope
167,andy,andy,0.99987495,Match
168,andy,adhy,0.5384156,Nope
169,andy,adhy,0.7337674,Nope
170,andy,chris,0.9874992,Nope
171,andy,adhy,0.98406905,Nope
172,andy,andy,0.8662627,Match
173,andy,hr,0.5940484,Nope
174,andy,adhy,0.9979043,Nope
175,andy,chris,0.5474636,Nope
176,andy,andy,0.99962485,Match
177,andy,andy,0.5175144,Match
178,andy,adhy,0.92688715,Nope
179,andy,chris,0.9663217,Nope
180,bryce,bryce,0.9200143,Match
181,bryce,bryce,0.99642426,Match
182,bryce,bryce,0.9939103,Match
183,bryce,cy,0.96912867,Nope
184,bryce,bryce,0.99797314,Match
185,bryce,jc,0.6049467,Nope
186,bryce,adhy,0.4823402,Nope
187,bryce,bryce,0.99882597,Match
188,bryce,adhy,0.99738306,Nope
189,bryce,bryce,0.5456266,Match
190,bryce,bryce,0.99518293,Match
191,bryce,bryce,0.9962606,Match
192,bryce,andy,0.91316146,Nope
193,bryce,bryce,0.9753213,Match
194,bryce,adhy,0.9981743,Nope
195,bryce,chris,0.647976,Nope
196,bryce,bryce,0.98888576,Match
197,bryce,adhy,0.9618796,Nope
198,bryce,bryce,0.69739574,Match
199,bryce,bryce,0.9794917,Match
200,bryce,bryce,0.9999132,Match
201,bryce,bryce,0.7735646,Match
202,bryce,bryce,0.99995935,Match
203,bryce,jc,0.9868629,Nope
204,bryce,chris,0.7323048,Nope
205,bryce,bryce,0.9999932,Match
206,bryce,adhy,0.6624766,Nope
207,bryce,bryce,0.72627974,Match
208,bryce,chris,0.9170721,Nope
209,bryce,bryce,0.98587835,Match
210,bryce,bryce,0.5471646,Match
211,bryce,bryce,0.9999944,Match
212,bryce,jc,0.98273844,Nope
213,bryce,chris,0.8533152,Nope
214,bryce,bryce,0.99986243,Match
215,bryce,hr,0.37533465,Nope
216,bryce,andy,0.63501215,Nope
217,bryce,andy,0.88251096,Nope
218,bryce,andy,0.8352905,Nope
219,bryce,andy,0.8725527,Nope
220,bryce,bryce,0.9282099,Match
221,bryce,adhy,0.87665087,Nope
222,bryce,hr,0.5228372,Nope
223,bryce,bryce,0.8932235,Match
224,bryce,adhy,0.9975661,Nope
225,bryce,cy,0.4523051,Nope
226,bryce,bryce,0.8265916,Match
227,bryce,bryce,0.9991704,Match
228,bryce,bryce,0.99830735,Match
229,bryce,cy,0.9131353,Nope
230,bryce,adhy,0.97591114,Nope
231,bryce,hr,0.4606671,Nope
232,bryce,bryce,0.9951042,Match
233,bryce,adhy,0.99352264,Nope
234,bryce,cy,0.99563557,Nope
235,bryce,chris,0.783612,Nope
236,bryce,chris,0.96409357,Nope
237,bryce,jc,0.9231576,Nope
238,bryce,cy,0.4113996,Nope
239,bryce,adhy,0.7737641,Nope
240,bryce,chris,0.902984,Nope
241,bryce,hr,0.7858909,Nope
242,bryce,adhy,0.99751353,Nope
243,bryce,bryce,0.774435,Match
244,bryce,chris,0.7494641,Nope
245,bryce,chris,0.7293852,Nope
246,bryce,chris,0.8475349,Nope
247,bryce,cy,0.5644139,Nope
248,bryce,bryce,0.8217282,Match
249,bryce,adhy,0.89250535,Nope
250,bryce,hr,0.91652614,Nope
251,bryce,adhy,0.65654373,Nope
252,bryce,bryce,0.85951096,Match
253,bryce,bryce,0.7623583,Match
254,bryce,bryce,0.99998343,Match
255,bryce,bryce,0.9998517,Match
256,bryce,cy,0.89103085,Nope
257,bryce,bryce,0.99989617,Match
258,bryce,adhy,0.6436773,Nope
259,bryce,hr,0.99422836,Nope
260,bryce,adhy,0.9376435,Nope
261,bryce,cy,0.9377679,Nope
262,bryce,hr,0.99972504,Nope
263,bryce,hr,0.6079646,Nope
264,bryce,hr,0.76309717,Nope
265,bryce,hr,0.9945897,Nope
266,bryce,hr,0.81609213,Nope
267,bryce,hr,0.9976714,Nope
268,bryce,hr,0.99978334,Nope
269,bryce,hr,0.9989343,Nope
270,chris,chris,0.7042166,Match
271,chris,bryce,0.651516,Nope
272,chris,andy,0.9552888,Nope
273,chris,jc,0.49435523,Nope
274,chris,adhy,0.8826844,Nope
275,chris,bryce,0.9124453,Nope
276,chris,adhy,0.67992383,Nope
277,chris,adhy,0.9151899,Nope
278,chris,adhy,0.9993519,Nope
279,chris,adhy,0.81498003,Nope
280,chris,chris,0.9995968,Match
281,chris,chris,0.89923084,Match
282,chris,chris,0.99993396,Match
283,chris,chris,0.9996246,Match
284,chris,chris,0.8110154,Match
285,chris,chris,0.9778366,Match
286,chris,chris,0.9849954,Match
287,chris,chris,0.9999244,Match
288,chris,andy,0.91834694,Nope
289,chris,chris,0.98740864,Match
290,chris,andy,0.99789065,Nope
291,chris,chris,0.9905167,Match
292,chris,andy,0.47643256,Nope
293,chris,andy,0.710703,Nope
294,chris,andy,0.962951,Nope
295,chris,hr,0.9899502,Nope
296,chris,chris,0.80859447,Match
297,chris,adhy,0.82408774,Nope
298,chris,chris,0.9778528,Match
299,chris,andy,0.4987433,Nope
300,chris,chris,0.7732941,Match
301,chris,andy,0.902125,Nope
302,chris,andy,0.84136003,Nope
303,chris,andy,0.98176104,Nope
304,chris,hr,0.921594,Nope
305,chris,chris,0.5562895,Match
306,chris,adhy,0.74602056,Nope
307,chris,chris,0.999361,Match
308,chris,bryce,0.99995995,Nope
309,chris,bryce,0.7519273,Nope
310,chris,chris,0.9595084,Match
311,chris,bryce,0.99773645,Nope
312,chris,bryce,0.77758825,Nope
313,chris,hr,0.71323454,Nope
314,chris,chris,0.9835376,Match
315,chris,adhy,0.9881734,Nope
316,chris,chris,0.9997019,Match
317,chris,chris,0.99902344,Match
318,chris,andy,0.90215266,Nope
319,chris,chris,0.9993711,Match
320,chris,bryce,0.43727908,Nope
321,chris,chris,0.74464744,Match
322,chris,chris,0.51890206,Match
323,chris,chris,0.9923248,Match
324,chris,adhy,0.4558052,Nope
325,chris,andy,0.91906214,Nope
326,chris,andy,0.765315,Nope
327,chris,andy,0.9997009,Nope
328,chris,bryce,0.96339315,Nope
329,chris,andy,0.9905868,Nope
330,chris,andy,0.9918087,Nope
331,chris,hr,0.97931105,Nope
332,chris,andy,0.47077966,Nope
333,chris,adhy,0.99786514,Nope
334,chris,chris,0.99497366,Match
335,chris,chris,0.7702144,Match
336,chris,andy,0.846089,Nope
337,chris,chris,0.91435695,Match
338,chris,adhy,0.6248459,Nope
339,chris,bryce,0.54759943,Nope
340,chris,hr,0.9416532,Nope
341,chris,chris,0.5727626,Match
342,chris,adhy,0.99805546,Nope
343,chris,chris,0.9973246,Match
344,chris,bryce,0.9791247,Nope
345,chris,andy,0.943845,Nope
346,chris,chris,0.54573685,Match
347,chris,chris,0.7682139,Match
348,chris,bryce,0.82675,Nope
349,chris,andy,0.36956212,Nope
350,chris,chris,0.9802035,Match
351,chris,adhy,0.9990866,Nope
352,chris,chris,0.9999993,Match
353,chris,chris,0.999448,Match
354,chris,chris,0.4078711,Match
355,chris,chris,0.9999504,Match
356,chris,chris,0.9590863,Match
357,chris,bryce,0.38749894,Nope
358,chris,chris,0.6626713,Match
359,chris,hr,0.98702544,Nope
360,cy,cy,0.6183735,Match
361,cy,cy,0.99999964,Match
362,cy,bryce,0.5936271,Nope
363,cy,cy,0.6841231,Match
364,cy,bryce,0.9997782,Nope
365,cy,cy,0.58078665,Match
366,cy,cy,0.9716799,Match
367,cy,cy,0.6383243,Match
368,cy,chris,0.68848765,Nope
369,cy,bryce,0.86183643,Nope
370,cy,cy,0.99984705,Match
371,cy,cy,0.9811886,Match
372,cy,cy,0.9861522,Match
373,cy,bryce,0.7382615,Nope
374,cy,cy,0.497628,Match
375,cy,cy,0.998621,Match
376,cy,cy,0.92582357,Match
377,cy,cy,0.51369953,Match
378,cy,cy,0.9999944,Match
379,cy,cy,0.9999995,Match
380,cy,cy,0.99999845,Match
381,cy,cy,0.9999933,Match
382,cy,cy,0.9999975,Match
383,cy,cy,0.99992716,Match
384,cy,cy,0.99999535,Match
385,cy,cy,0.99407476,Match
386,cy,cy,0.99975973,Match
387,cy,adhy,0.88337404,Nope
388,cy,cy,0.89869475,Match
389,cy,cy,0.9998747,Match
390,cy,cy,0.8396409,Match
391,cy,bryce,0.9653823,Nope
392,cy,adhy,0.7604468,Nope
393,cy,adhy,0.55620646,Nope
394,cy,ys,0.5375991,Nope
395,cy,andy,0.90505886,Nope
396,cy,bryce,0.8069092,Nope
397,cy,cy,0.9955236,Match
398,cy,cy,0.99993217,Match
399,cy,cy,0.98134583,Match
400,cy,cy,0.73319066,Match
401,cy,cy,0.970464,Match
402,cy,cy,0.99917763,Match
403,cy,cy,0.9795843,Match
404,cy,cy,0.93368554,Match
405,cy,bryce,0.99816966,Nope
406,cy,bryce,0.70073795,Nope
407,cy,cy,0.9999726,Match
408,cy,bryce,0.53358287,Nope
409,cy,cy,0.91752046,Match
410,cy,cy,0.6806563,Match
411,cy,cy,0.9890743,Match
412,cy,cy,0.87172955,Match
413,cy,andy,0.77732885,Nope
414,cy,cy,0.8670037,Match
415,cy,cy,0.99812645,Match
416,cy,cy,0.9999758,Match
417,cy,cy,0.7399771,Match
418,cy,cy,0.9604316,Match
419,cy,cy,0.99906975,Match
420,cy,cy,0.9603988,Match
421,cy,ys,0.9880112,Nope
422,cy,cy,0.8368493,Match
423,cy,cy,0.84154624,Match
424,cy,cy,0.97080845,Match
425,cy,cy,0.99975926,Match
426,cy,adhy,0.5989565,Nope
427,cy,cy,0.9889493,Match
428,cy,cy,0.8778102,Match
429,cy,cy,0.64633465,Match
430,cy,cy,0.45616692,Match
431,cy,cy,0.9723909,Match
432,cy,cy,0.97910357,Match
433,cy,cy,0.96663654,Match
434,cy,cy,0.9999789,Match
435,cy,hr,0.8743548,Nope
436,cy,cy,0.7934288,Match
437,cy,cy,0.835125,Match
438,cy,ys,0.56505454,Nope
439,cy,cy,0.9163299,Match
440,cy,cy,0.99139154,Match
441,cy,chris,0.53916216,Nope
442,cy,cy,0.61432004,Match
443,cy,cy,0.98741096,Match
444,cy,adhy,0.7302372,Nope
445,cy,cy,0.7177589,Match
446,cy,andy,0.9576268,Nope
447,cy,cy,0.53514606,Match
448,cy,andy,0.73352295,Nope
449,cy,cy,0.42555127,Match
450,hr,adhy,0.92444736,Nope
451,hr,adhy,0.9919145,Nope
452,hr,hr,0.71490735,Match
453,hr,chris,0.9959603,Nope
454,hr,adhy,0.90033525,Nope
455,hr,adhy,0.99959844,Nope
456,hr,adhy,0.70709,Nope
457,hr,adhy,0.9998387,Nope
458,hr,adhy,0.4383987,Nope
459,hr,cy,0.47059897,Nope
460,hr,adhy,0.6506004,Nope
461,hr,hr,0.9781821,Match
462,hr,ys,0.97730494,Nope
463,hr,cy,0.6201039,Nope
464,hr,adhy,0.46643928,Nope
465,hr,cy,0.9956381,Nope
466,hr,ys,0.9412059,Nope
467,hr,hr,0.9103223,Match
468,hr,adhy,0.9984694,Nope
469,hr,adhy,0.94567573,Nope
470,hr,hr,0.99951816,Match
471,hr,hr,0.9626302,Match
472,hr,adhy,0.55151796,Nope
473,hr,adhy,0.98438394,Nope
474,hr,bryce,0.86152565,Nope
475,hr,adhy,0.9956189,Nope
476,hr,hr,0.87873745,Match
477,hr,adhy,0.9891907,Nope
478,hr,adhy,0.92596686,Nope
479,hr,hr,0.81373954,Match
480,hr,hr,0.9999846,Match
481,hr,hr,0.8386911,Match
482,hr,adhy,0.93492675,Nope
483,hr,hr,0.60525954,Match
484,hr,adhy,0.9961868,Nope
485,hr,hr,0.99980456,Match
486,hr,chris,0.9209036,Nope
487,hr,ys,0.92658424,Nope
488,hr,hr,0.47295073,Match
489,hr,hr,0.9999933,Match
490,hr,hr,0.6618179,Match
491,hr,bryce,0.64344776,Nope
492,hr,bryce,0.86647934,Nope
493,hr,adhy,0.8208428,Nope
494,hr,hr,0.970161,Match
495,hr,adhy,0.78095,Nope
496,hr,cy,0.73854244,Nope
497,hr,adhy,0.70436424,Nope
498,hr,hr,0.69108284,Match
499,hr,adhy,0.5661239,Nope
500,hr,adhy,0.9115052,Nope
501,hr,cy,0.79124844,Nope
502,hr,adhy,0.9895377,Nope
503,hr,adhy,0.7341272,Nope
504,hr,adhy,0.4781996,Nope
505,hr,adhy,0.6938426,Nope
506,hr,hr,0.9755917,Match
507,hr,hr,0.9999999,Match
508,hr,hr,0.99990046,Match
509,hr,adhy,0.621292,Nope
510,hr,hr,0.9885068,Match
511,hr,adhy,0.87899685,Nope
512,hr,hr,0.99965453,Match
513,hr,cy,0.91500205,Nope
514,hr,cy,0.8900055,Nope
515,hr,adhy,0.8870905,Nope
516,hr,hr,0.5233652,Match
517,hr,bryce,0.9406173,Nope
518,hr,adhy,0.5161596,Nope
519,hr,adhy,0.6125724,Nope
520,hr,adhy,0.947544,Nope
521,hr,bryce,0.7747987,Nope
522,hr,adhy,0.8370068,Nope
523,hr,adhy,0.38977447,Nope
524,hr,hr,0.58212245,Match
525,hr,hr,0.99958783,Match
526,hr,hr,0.96485615,Match
527,hr,adhy,0.57666165,Nope
528,hr,adhy,0.84785306,Nope
529,hr,hr,0.8969137,Match
530,hr,hr,0.99720615,Match
531,hr,chris,0.61558926,Nope
532,hr,adhy,0.83261955,Nope
533,hr,adhy,0.66343987,Nope
534,hr,hr,0.99998987,Match
535,hr,hr,0.9990903,Match
536,hr,hr,0.7835087,Match
537,hr,hr,0.93619335,Match
538,hr,bryce,0.6307277,Nope
539,hr,adhy,0.9667918,Nope
540,jc,jc,0.95472044,Match
541,jc,ys,0.97353494,Nope
542,jc,jc,0.6513567,Match
543,jc,jc,0.9744226,Match
544,jc,ys,0.99999905,Nope
545,jc,ys,0.99994576,Nope
546,jc,jc,0.7635254,Match
547,jc,jc,0.7201539,Match
548,jc,bryce,0.9977344,Nope
549,jc,jc,0.80109686,Match
550,jc,ys,0.63184476,Nope
551,jc,ys,0.6175492,Nope
552,jc,jc,0.8695784,Match
553,jc,ys,0.99999917,Nope
554,jc,ys,0.9999635,Nope
555,jc,jc,0.683755,Match
556,jc,jc,0.9083758,Match
557,jc,bryce,0.9353458,Nope
558,jc,ys,0.6519133,Nope
559,jc,hr,0.67801297,Nope
560,jc,hr,0.9993129,Nope
561,jc,bryce,0.9976826,Nope
562,jc,ys,0.9998692,Nope
563,jc,ys,0.99998987,Nope
564,jc,ys,0.93307924,Nope
565,jc,jc,0.8504894,Match
566,jc,hr,0.7021132,Nope
567,jc,jc,0.9963916,Match
568,jc,jc,0.99428576,Match
569,jc,hr,0.9911935,Nope
570,jc,jc,0.91178924,Match
571,jc,ys,0.9999746,Nope
572,jc,ys,0.99967706,Nope
573,jc,jc,0.96866566,Match
574,jc,jc,0.992716,Match
575,jc,bryce,0.5567697,Nope
576,jc,jc,0.9577391,Match
577,jc,jc,0.9728442,Match
578,jc,bryce,0.995366,Nope
579,jc,jc,0.9796011,Match
580,jc,ys,0.9611086,Nope
581,jc,ys,0.6735371,Nope
582,jc,jc,0.82241535,Match
583,jc,jc,0.9955859,Match
584,jc,bryce,0.9985827,Nope
585,jc,ys,0.99639684,Nope
586,jc,ys,0.9598511,Nope
587,jc,ys,0.65358496,Nope
588,jc,ys,0.9917454,Nope
589,jc,ys,0.8140855,Nope
590,jc,ys,0.99924123,Nope
591,jc,ys,0.9966472,Nope
592,jc,jc,0.8023035,Match
593,jc,hr,0.9854277,Nope
594,jc,ys,0.999925,Nope
595,jc,ys,0.9996656,Nope
596,jc,ys,0.9999894,Nope
597,jc,ys,0.99998534,Nope
598,jc,ys,0.6082174,Nope
599,jc,ys,0.99999976,Nope
600,jc,ys,0.9999335,Nope
601,jc,ys,0.99668944,Nope
602,jc,ys,0.91962975,Nope
603,jc,jc,0.9111082,Match
604,jc,jc,0.9835344,Match
605,jc,ys,0.9913947,Nope
606,jc,jc,0.8869453,Match
607,jc,jc,0.9254349,Match
608,jc,ys,0.9999982,Nope
609,jc,ys,0.99998474,Nope
610,jc,jc,0.809977,Match
611,jc,bryce,0.995477,Nope
612,jc,ys,0.9715788,Nope
613,jc,ys,0.9668523,Nope
614,jc,ys,0.99977213,Nope
615,jc,ys,0.99746907,Nope
616,jc,jc,0.95727056,Match
617,jc,ys,0.99998534,Nope
618,jc,ys,0.9998982,Nope
619,jc,ys,0.9811443,Nope
620,jc,bryce,0.64919335,Nope
621,jc,bryce,0.58715194,Nope
622,jc,hr,0.7955796,Nope
623,jc,hr,0.964224,Nope
624,jc,hr,0.95786893,Nope
625,jc,bryce,0.98891944,Nope
626,jc,ys,0.8185896,Nope
627,jc,ys,0.91350913,Nope
628,jc,adhy,0.9399537,Nope
629,jc,adhy,0.46713445,Nope
630,ys,ys,0.86699194,Match
631,ys,jc,0.99464524,Nope
632,ys,ys,0.9971788,Match
633,ys,ys,0.729884,Match
634,ys,chris,0.96053535,Nope
635,ys,hr,0.70959955,Nope
636,ys,ys,0.5666818,Match
637,ys,cy,0.5517461,Nope
638,ys,ys,0.98032343,Match
639,ys,ys,0.942761,Match
640,ys,jc,0.99676347,Nope
641,ys,ys,0.9999019,Match
642,ys,ys,0.87019044,Match
643,ys,adhy,0.40763,Nope
644,ys,hr,0.6369686,Nope
645,ys,ys,0.9580968,Match
646,ys,jc,0.9545986,Nope
647,ys,ys,0.9996265,Match
648,ys,jc,0.99620926,Nope
649,ys,jc,0.99622995,Nope
650,ys,ys,0.9710841,Match
651,ys,hr,0.9879274,Nope
652,ys,adhy,0.8120429,Nope
653,ys,hr,0.9479887,Nope
654,ys,jc,0.99715805,Nope
655,ys,jc,0.92341363,Nope
656,ys,ys,0.9035899,Match
657,ys,ys,0.8053281,Match
658,ys,ys,0.9983255,Match
659,ys,jc,0.9801855,Nope
660,ys,ys,0.9995578,Match
661,ys,ys,0.9236523,Match
662,ys,ys,0.6696106,Match
663,ys,ys,0.9648847,Match
664,ys,jc,0.7047786,Nope
665,ys,ys,0.9999654,Match
666,ys,ys,0.7828316,Match
667,ys,ys,0.98812336,Match
668,ys,jc,0.9074309,Nope
669,ys,ys,0.9994728,Match
670,ys,chris,0.9751892,Nope
671,ys,hr,0.9989298,Nope
672,ys,ys,0.68366355,Match
673,ys,jc,0.641491,Nope
674,ys,chris,0.5010134,Nope
675,ys,chris,0.7910344,Nope
676,ys,hr,0.5810335,Nope
677,ys,hr,0.9624606,Nope
678,ys,ys,0.61075914,Match
679,ys,hr,0.9967169,Nope
680,ys,hr,0.5950751,Nope
681,ys,hr,0.95884776,Nope
682,ys,cy,0.6605687,Nope
683,ys,chris,0.99993503,Nope
684,ys,chris,0.33879712,Nope
685,ys,ys,0.84382784,Match
686,ys,hr,0.7232007,Nope
687,ys,ys,0.99605477,Match
688,ys,hr,0.9995259,Nope
689,ys,chris,0.9759853,Nope
690,ys,hr,0.92790484,Nope
691,ys,cy,0.99176556,Nope
692,ys,chris,0.99940395,Nope
693,ys,ys,0.870813,Match
694,ys,ys,0.9764666,Match
695,ys,jc,0.9948389,Nope
696,ys,ys,0.99964225,Match
697,ys,ys,0.5430668,Match
698,ys,adhy,0.68767583,Nope
699,ys,hr,0.9727762,Nope
700,ys,jc,0.7699132,Nope
701,ys,ys,0.9994374,Match
702,ys,jc,0.9358107,Nope
703,ys,ys,0.6163489,Match
704,ys,jc,0.9174727,Nope
705,ys,ys,0.9990688,Match
706,ys,hr,0.8726324,Nope
707,ys,adhy,0.653574,Nope
708,ys,hr,0.99293065,Nope
709,ys,hr,0.5597918,Nope
710,ys,chris,0.66159165,Nope
711,ys,ys,0.98590857,Match
712,ys,ys,0.9994628,Match
713,ys,jc,0.58419406,Nope
714,ys,ys,0.99999034,Match
715,ys,ys,0.5547989,Match
716,ys,chris,0.99922216,Nope
717,ys,chris,0.37503076,Nope
718,ys,ys,0.97972083,Match
719,ys,cy,0.9680016,Nope
